send_date,email_job_id,email_sender_name,email_content_name,email_subject,email_sends,email_unique_opens,email_unique_clicks,email_unique_unsubscribes
07/06/2025,4584771,Equipe Produtos,CAMPANHA 2025 - Aniversário da Loja,Só até amanhã: aniversário da loja com frete grátis,201735,35103,2796,495
16/01/2025,4614008,Equipe Produtos,CAMPANHA 2025 - Dia dos Pais,Descubra nossa nova coleção de dia dos pais,720674,214364,41344,1087
05/02/2025,4245338,Marketing Digital,CAMPANHA 2025 - Liquidação,Preços imperdíveis nesta liquidação,365585,63858,10481,879
09/03/2025,4548672,Relacionamento,CAMPANHA 2025 - Férias,É hoje: campanha especial férias,771717,131297,27625,961
03/02/2025,4689655,Equipe CRM,CAMPANHA 2025 - Lançamento de Coleção,Você foi selecionado(a) para descontos de lançamento de coleção,315456,77700,11724,328
07/04/2025,4527849,Equipe Vendas,CAMPANHA 2025 - Aniversário da Loja,Você foi selecionado(a) para descontos de aniversário da loja,508834,95750,9346,1078
18/05/2025,4406706,Relacionamento,CAMPANHA 2025 - Dia dos Pais,Não perca: novidades de dia dos pais,273412,85220,17965,121
07/04/2025,4631508,Suporte ao Cliente,CAMPANHA 2025 - Natal,Surpresa! Presentes de natal esperando por você,395547,126401,27576,458
09/04/2025,4177905,Comunicação Interna,CAMPANHA 2025 - Lançamento de Coleção,Não perca: novidades de lançamento de coleção,139654,21906,1737,264
26/04/2025,4072355,Relacionamento,CAMPANHA 2025 - Volta às Aulas,Corre! Estoques limitados para volta às aulas,392950,53272,8098,902
06/05/2025,4483203,Suporte ao Cliente,CAMPANHA 2025 - Liquidação,É hoje: campanha especial liquidação,30635,5756,605,42
11/06/2025,4739326,Suporte ao Cliente,CAMPANHA 2025 - Dia das Mães,Preços imperdíveis nesta dia das mães,298638,79965,11032,499
02/04/2025,4964102,Relacionamento,CAMPANHA 2025 - Dia dos Pais,Só até amanhã: dia dos pais com frete grátis,660747,117619,19590,1510
13/04/2025,4208964,Equipe Marketing,CAMPANHA 2025 - Liquidação,É hoje: campanha especial liquidação,526154,136131,29043,870
27/05/2025,4098576,Comunicação Interna,CAMPANHA 2025 - Volta às Aulas,Só até amanhã: volta às aulas com frete grátis,465143,141650,18482,236
05/04/2025,4068564,Marketing Digital,CAMPANHA 2025 - Liquidação,Últimos dias da promoção liquidação,547182,109725,15468,1313
26/04/2025,4618586,Time Promoções,CAMPANHA 2025 - Liquidação,Últimos dias da promoção liquidação,489689,169344,19258,829
02/04/2025,4488608,Time Promoções,CAMPANHA 2025 - Volta às Aulas,Não perca: novidades de volta às aulas,266875,61433,6633,204
07/02/2025,4411423,Time Promoções,CAMPANHA 2025 - Black Friday,Corre! Estoques limitados para black friday,792607,184376,28034,1807
01/05/2025,4953591,Equipe Marketing,CAMPANHA 2025 - Verão,É hoje: campanha especial verão,390789,117385,8147,784
27/05/2025,4188025,Equipe Marketing,CAMPANHA 2025 - Lançamento de Coleção,Preços imperdíveis nesta lançamento de coleção,628824,149964,31225,1139
02/03/2025,4133675,Time Promoções,CAMPANHA 2025 - Volta às Aulas,Corre! Estoques limitados para volta às aulas,202460,41929,7906,316
19/05/2025,4318903,Relacionamento,CAMPANHA 2025 - Volta às Aulas,Oferta exclusiva de volta às aulas só para você,552782,129537,13654,485
30/05/2025,4637882,Equipe CRM,CAMPANHA 2025 - Dia dos Pais,Surpresa! Presentes de dia dos pais esperando por você,20626,2986,160,36
22/03/2025,4423840,Equipe CRM,CAMPANHA 2025 - Verão,Preços imperdíveis nesta verão,490305,130831,24985,387
02/03/2025,4182244,Equipe Vendas,CAMPANHA 2025 - Liquidação,Surpresa! Presentes de liquidação esperando por você,737415,164276,31091,1639
17/01/2025,4337211,Equipe CRM,CAMPANHA 2025 - Natal,Você foi selecionado(a) para descontos de natal,71921,18295,3681,62
13/03/2025,4367578,Relacionamento,CAMPANHA 2025 - Volta às Aulas,Descubra nossa nova coleção de volta às aulas,526439,113111,6386,775
24/03/2025,4266434,Relacionamento,CAMPANHA 2025 - Ano Novo,Descubra nossa nova coleção de ano novo,365557,65966,13047,405
11/02/2025,4705790,Equipe Vendas,CAMPANHA 2025 - Ano Novo,Surpresa! Presentes de ano novo esperando por você,509764,178908,18949,1070
17/03/2025,4152314,Suporte ao Cliente,CAMPANHA 2025 - Black Friday,Não perca: novidades de black friday,186350,52446,2732,130
07/04/2025,4679400,Marketing Digital,CAMPANHA 2025 - Natal,Oferta exclusiva de natal só para você,688988,172757,37967,653
01/06/2025,4390492,Equipe Vendas,CAMPANHA 2025 - Aniversário da Loja,Últimos dias da promoção aniversário da loja,334980,105806,15216,606
22/03/2025,4224191,Newsletter Especial,CAMPANHA 2025 - Inverno,Surpresa! Presentes de inverno esperando por você,223984,44682,4285,534
28/01/2025,4588995,Comunicação Interna,CAMPANHA 2025 - Aniversário da Loja,É hoje: campanha especial aniversário da loja,728664,157561,8047,1454
08/04/2025,4677641,Equipe Produtos,CAMPANHA 2025 - Black Friday,Não perca: novidades de black friday,734491,214879,38867,986
19/03/2025,4129175,Marketing Digital,CAMPANHA 2025 - Volta às Aulas,Não perca: novidades de volta às aulas,788715,138938,26021,1968
17/04/2025,4495907,Equipe Marketing,CAMPANHA 2025 - Inverno,Preços imperdíveis nesta inverno,425863,151583,18576,707
09/04/2025,4475674,Equipe CRM,CAMPANHA 2025 - Férias,Corre! Estoques limitados para férias,266002,67053,5373,241
11/03/2025,4870231,Time Promoções,CAMPANHA 2025 - Verão,Preços imperdíveis nesta verão,789832,303999,35944,428
12/01/2025,4892295,Suporte ao Cliente,CAMPANHA 2025 - Aniversário da Loja,Descubra nossa nova coleção de aniversário da loja,465360,65908,5006,933
23/03/2025,4178306,Equipe CRM,CAMPANHA 2025 - Dia dos Pais,Descubra nossa nova coleção de dia dos pais,413717,108564,5573,227
03/02/2025,4624308,Equipe CRM,CAMPANHA 2025 - Black Friday,Só até amanhã: black friday com frete grátis,709937,232310,48097,637
04/04/2025,4185279,Equipe Produtos,CAMPANHA 2025 - Ano Novo,É hoje: campanha especial ano novo,76697,17636,3181,85
28/04/2025,4976749,Equipe CRM,CAMPANHA 2025 - Liquidação,É hoje: campanha especial liquidação,748871,163579,34800,1845
12/01/2025,4226497,Equipe Vendas,CAMPANHA 2025 - Verão,Não perca: novidades de verão,591431,131442,18298,1035
20/03/2025,4812568,Relacionamento,CAMPANHA 2025 - Liquidação,Corre! Estoques limitados para liquidação,103016,27682,3759,178
12/02/2025,4603311,Time Promoções,CAMPANHA 2025 - Lançamento de Coleção,Oferta exclusiva de lançamento de coleção só para você,727932,236609,24951,1576
18/05/2025,4382449,Relacionamento,CAMPANHA 2025 - Aniversário da Loja,Descubra nossa nova coleção de aniversário da loja,538879,142645,8341,1134
07/03/2025,4109446,Relacionamento,CAMPANHA 2025 - Natal,Você foi selecionado(a) para descontos de natal,521165,129175,7019,852
18/04/2025,4817996,Time Promoções,CAMPANHA 2025 - Liquidação,Corre! Estoques limitados para liquidação,288744,65630,10007,518
10/01/2025,4067296,Equipe CRM,CAMPANHA 2025 - Lançamento de Coleção,Corre! Estoques limitados para lançamento de coleção,699387,165396,35476,1383
26/02/2025,4528959,Time Promoções,CAMPANHA 2025 - Dia dos Pais,Surpresa! Presentes de dia dos pais esperando por você,273228,40669,2197,286
21/05/2025,4436367,Equipe Vendas,CAMPANHA 2025 - Black Friday,Você foi selecionado(a) para descontos de black friday,302296,86009,10086,442
09/01/2025,4223917,Suporte ao Cliente,CAMPANHA 2025 - Ano Novo,Só até amanhã: ano novo com frete grátis,167342,34610,2041,390
15/02/2025,4507325,Relacionamento,CAMPANHA 2025 - Natal,Corre! Estoques limitados para natal,707688,235520,35915,1557
08/06/2025,4211198,Comunicação Interna,CAMPANHA 2025 - Lançamento de Coleção,Corre! Estoques limitados para lançamento de coleção,652286,199906,43630,1159
28/02/2025,4657584,Relacionamento,CAMPANHA 2025 - Dia das Mães,Corre! Estoques limitados para dia das mães,153584,32309,5346,354
21/04/2025,4011355,Suporte ao Cliente,CAMPANHA 2025 - Lançamento de Coleção,É hoje: campanha especial lançamento de coleção,340861,111786,15102,566
20/04/2025,4451652,Relacionamento,CAMPANHA 2025 - Lançamento de Coleção,Você foi selecionado(a) para descontos de lançamento de coleção,756179,167576,28037,716
01/03/2025,4326836,Equipe Marketing,CAMPANHA 2025 - Black Friday,É hoje: campanha especial black friday,310924,80320,15597,442
10/02/2025,4699877,Time Promoções,CAMPANHA 2025 - Aniversário da Loja,Surpresa! Presentes de aniversário da loja esperando por você,330157,70411,11926,335
11/04/2025,4823772,Equipe Vendas,CAMPANHA 2025 - Dia das Mães,Preços imperdíveis nesta dia das mães,95106,33050,7161,172
06/05/2025,4678167,Suporte ao Cliente,CAMPANHA 2025 - Verão,Você foi selecionado(a) para descontos de verão,771460,218827,13206,1659
05/02/2025,4513518,Newsletter Especial,CAMPANHA 2025 - Black Friday,Você foi selecionado(a) para descontos de black friday,72300,25588,4645,171
20/04/2025,4249620,Equipe CRM,CAMPANHA 2025 - Lançamento de Coleção,Surpresa! Presentes de lançamento de coleção esperando por você,589048,158621,12899,1046
30/04/2025,4295423,Equipe Vendas,CAMPANHA 2025 - Natal,Só até amanhã: natal com frete grátis,769688,155828,11738,1838
29/05/2025,4561036,Time Promoções,CAMPANHA 2025 - Ano Novo,É hoje: campanha especial ano novo,425242,86810,13192,697
14/02/2025,4079307,Newsletter Especial,CAMPANHA 2025 - Black Friday,Só até amanhã: black friday com frete grátis,744890,169011,31337,540
07/01/2025,4850922,Comunicação Interna,CAMPANHA 2025 - Ano Novo,Preços imperdíveis nesta ano novo,650381,237897,36356,816
07/05/2025,4645426,Relacionamento,CAMPANHA 2025 - Verão,Só até amanhã: verão com frete grátis,324140,71566,6225,788
01/06/2025,4430842,Equipe Marketing,CAMPANHA 2025 - Volta às Aulas,Oferta exclusiva de volta às aulas só para você,292574,58630,3317,244
03/02/2025,4824080,Equipe Vendas,CAMPANHA 2025 - Dia dos Pais,Surpresa! Presentes de dia dos pais esperando por você,433014,178940,37323,665
12/05/2025,4748800,Equipe Marketing,CAMPANHA 2025 - Dia dos Pais,Descubra nossa nova coleção de dia dos pais,653512,266115,34167,1495
29/05/2025,4551478,Marketing Digital,CAMPANHA 2025 - Dia dos Pais,Não perca: novidades de dia dos pais,59427,10892,1851,77
16/05/2025,4478320,Equipe Vendas,CAMPANHA 2025 - Ano Novo,Surpresa! Presentes de ano novo esperando por você,728931,163505,17292,912
22/02/2025,4594502,Relacionamento,CAMPANHA 2025 - Férias,Corre! Estoques limitados para férias,664001,156158,25713,384
30/01/2025,4007973,Equipe CRM,CAMPANHA 2025 - Verão,Surpresa! Presentes de verão esperando por você,404046,66233,5213,465
28/05/2025,4599196,Equipe Vendas,CAMPANHA 2025 - Liquidação,É hoje: campanha especial liquidação,779249,241543,20035,1709
15/03/2025,4182047,Newsletter Especial,CAMPANHA 2025 - Dia das Mães,Só até amanhã: dia das mães com frete grátis,460201,146080,7442,730
20/05/2025,4677235,Suporte ao Cliente,CAMPANHA 2025 - Verão,É hoje: campanha especial verão,771635,152519,24405,690
23/02/2025,4794456,Relacionamento,CAMPANHA 2025 - Aniversário da Loja,Surpresa! Presentes de aniversário da loja esperando por você,179276,48076,9606,435
29/05/2025,4410700,Equipe Produtos,CAMPANHA 2025 - Volta às Aulas,Últimos dias da promoção volta às aulas,202163,38867,2291,292
15/04/2025,4917528,Relacionamento,CAMPANHA 2025 - Lançamento de Coleção,É hoje: campanha especial lançamento de coleção,200905,35000,2555,491
20/04/2025,4703335,Equipe Vendas,CAMPANHA 2025 - Ano Novo,Corre! Estoques limitados para ano novo,16138,4882,712,30
22/04/2025,4119663,Equipe Marketing,CAMPANHA 2025 - Dia dos Pais,Oferta exclusiva de dia dos pais só para você,285014,102300,10890,295
03/01/2025,4557234,Comunicação Interna,CAMPANHA 2025 - Dia das Mães,Últimos dias da promoção dia das mães,518785,183269,31780,535
20/04/2025,4053203,Relacionamento,CAMPANHA 2025 - Verão,Corre! Estoques limitados para verão,200680,45353,9052,182
24/04/2025,4035394,Equipe CRM,CAMPANHA 2025 - Dia dos Pais,Preços imperdíveis nesta dia dos pais,387655,103475,21729,525
06/03/2025,4389118,Relacionamento,CAMPANHA 2025 - Aniversário da Loja,É hoje: campanha especial aniversário da loja,678394,170659,16030,1133
02/04/2025,4398779,Newsletter Especial,CAMPANHA 2025 - Black Friday,Oferta exclusiva de black friday só para você,208758,51984,7875,428
07/05/2025,4629304,Relacionamento,CAMPANHA 2025 - Lançamento de Coleção,Corre! Estoques limitados para lançamento de coleção,114147,31613,2796,83
06/04/2025,4577143,Equipe CRM,CAMPANHA 2025 - Dia das Mães,Surpresa! Presentes de dia das mães esperando por você,106907,32702,3629,185
13/02/2025,4323200,Equipe Marketing,CAMPANHA 2025 - Lançamento de Coleção,É hoje: campanha especial lançamento de coleção,509421,177468,31215,295
28/05/2025,4089432,Equipe Vendas,CAMPANHA 2025 - Dia das Mães,Você foi selecionado(a) para descontos de dia das mães,680111,190657,21243,1610
21/03/2025,4050372,Marketing Digital,CAMPANHA 2025 - Lançamento de Coleção,Só até amanhã: lançamento de coleção com frete grátis,366587,154184,26856,658
28/02/2025,4810025,Time Promoções,CAMPANHA 2025 - Ano Novo,Oferta exclusiva de ano novo só para você,682249,137139,18276,1107
04/03/2025,4775966,Equipe Vendas,CAMPANHA 2025 - Dia dos Pais,Oferta exclusiva de dia dos pais só para você,794287,278248,22170,869
10/03/2025,4639364,Relacionamento,CAMPANHA 2025 - Dia das Mães,Só até amanhã: dia das mães com frete grátis,70451,19692,3428,124
15/02/2025,4872801,Equipe Vendas,CAMPANHA 2025 - Lançamento de Coleção,Oferta exclusiva de lançamento de coleção só para você,240921,42556,2265,507
09/04/2025,4823162,Comunicação Interna,CAMPANHA 2025 - Lançamento de Coleção,Descubra nossa nova coleção de lançamento de coleção,655107,162341,23123,330
20/02/2025,4349175,Relacionamento,CAMPANHA 2025 - Lançamento de Coleção,Você foi selecionado(a) para descontos de lançamento de coleção,37348,4482,703,49
16/02/2025,4628844,Equipe Marketing,CAMPANHA 2025 - Volta às Aulas,Não perca: novidades de volta às aulas,523208,182481,39085,880
13/04/2025,4646495,Relacionamento,CAMPANHA 2025 - Black Friday,Últimos dias da promoção black friday,390246,124102,22331,503
01/05/2025,4005528,Relacionamento,CAMPANHA 2025 - Dia das Mães,Não perca: novidades de dia das mães,626703,236245,17601,1204
27/02/2025,4196841,Marketing Digital,CAMPANHA 2025 - Ano Novo,Não perca: novidades de ano novo,442383,82878,10797,392
31/05/2025,4899572,Suporte ao Cliente,CAMPANHA 2025 - Liquidação,Surpresa! Presentes de liquidação esperando por você,301858,92356,17798,420
18/02/2025,4692085,Time Promoções,CAMPANHA 2025 - Férias,Descubra nossa nova coleção de férias,370357,89645,8676,195
10/06/2025,4157723,Equipe CRM,CAMPANHA 2025 - Verão,Descubra nossa nova coleção de verão,226980,49948,7730,517
02/03/2025,4008236,Marketing Digital,CAMPANHA 2025 - Black Friday,É hoje: campanha especial black friday,546169,76906,9485,1012
12/03/2025,4375352,Equipe Produtos,CAMPANHA 2025 - Liquidação,Não perca: novidades de liquidação,523266,133809,9795,792
15/03/2025,4880211,Equipe Produtos,CAMPANHA 2025 - Aniversário da Loja,Surpresa! Presentes de aniversário da loja esperando por você,147794,41013,5157,296
27/03/2025,4654972,Equipe Vendas,CAMPANHA 2025 - Inverno,Só até amanhã: inverno com frete grátis,258215,84799,6577,277
29/03/2025,4176007,Marketing Digital,CAMPANHA 2025 - Volta às Aulas,Surpresa! Presentes de volta às aulas esperando por você,40224,11905,2199,45
24/03/2025,4052965,Comunicação Interna,CAMPANHA 2025 - Inverno,Só até amanhã: inverno com frete grátis,433726,107664,10076,219
11/02/2025,4792822,Comunicação Interna,CAMPANHA 2025 - Férias,Você foi selecionado(a) para descontos de férias,505436,123339,25818,1126
25/05/2025,4054645,Comunicação Interna,CAMPANHA 2025 - Verão,Surpresa! Presentes de verão esperando por você,245097,72758,13210,308
01/03/2025,4136160,Time Promoções,CAMPANHA 2025 - Natal,É hoje: campanha especial natal,689835,101652,10649,914
21/05/2025,4060329,Comunicação Interna,CAMPANHA 2025 - Férias,É hoje: campanha especial férias,738873,250585,27077,1734
15/03/2025,4753738,Newsletter Especial,CAMPANHA 2025 - Liquidação,Últimos dias da promoção liquidação,175430,37698,4841,92
19/03/2025,4879445,Comunicação Interna,CAMPANHA 2025 - Inverno,Não perca: novidades de inverno,484034,96356,15992,485
02/04/2025,4524881,Time Promoções,CAMPANHA 2025 - Férias,Preços imperdíveis nesta férias,272946,72896,13843,331
13/01/2025,4210647,Relacionamento,CAMPANHA 2025 - Natal,Oferta exclusiva de natal só para você,320054,95874,7393,253
31/01/2025,4696501,Comunicação Interna,CAMPANHA 2025 - Inverno,Você foi selecionado(a) para descontos de inverno,172791,38659,3017,303
10/05/2025,4901605,Time Promoções,CAMPANHA 2025 - Dia dos Pais,Corre! Estoques limitados para dia dos pais,566080,155896,7868,841
09/05/2025,4917729,Equipe CRM,CAMPANHA 2025 - Lançamento de Coleção,Preços imperdíveis nesta lançamento de coleção,535415,140227,12285,1267
29/04/2025,4126535,Equipe Produtos,CAMPANHA 2025 - Férias,Oferta exclusiva de férias só para você,237807,65723,12659,278
04/04/2025,4319654,Marketing Digital,CAMPANHA 2025 - Inverno,Só até amanhã: inverno com frete grátis,43029,10317,1780,83
07/03/2025,4547155,Equipe Marketing,CAMPANHA 2025 - Férias,Você foi selecionado(a) para descontos de férias,306558,84526,17536,464
30/01/2025,4486283,Marketing Digital,CAMPANHA 2025 - Aniversário da Loja,É hoje: campanha especial aniversário da loja,651946,204033,29267,783
24/03/2025,4409554,Comunicação Interna,CAMPANHA 2025 - Dia dos Pais,Oferta exclusiva de dia dos pais só para você,538794,141179,15633,499
20/02/2025,4660468,Marketing Digital,CAMPANHA 2025 - Volta às Aulas,Preços imperdíveis nesta volta às aulas,519596,186501,33029,754
12/06/2025,4066930,Equipe Marketing,CAMPANHA 2025 - Aniversário da Loja,Surpresa! Presentes de aniversário da loja esperando por você,28027,4964,1025,38
23/05/2025,4383446,Time Promoções,CAMPANHA 2025 - Férias,Descubra nossa nova coleção de férias,270288,66323,8382,627
08/03/2025,4082234,Comunicação Interna,CAMPANHA 2025 - Inverno,Descubra nossa nova coleção de inverno,377156,82961,12121,782
06/01/2025,4582329,Equipe Vendas,CAMPANHA 2025 - Black Friday,É hoje: campanha especial black friday,753696,168239,26849,776
02/03/2025,4346408,Suporte ao Cliente,CAMPANHA 2025 - Liquidação,Surpresa! Presentes de liquidação esperando por você,775382,254196,26967,1147
10/04/2025,4404495,Newsletter Especial,CAMPANHA 2025 - Aniversário da Loja,É hoje: campanha especial aniversário da loja,286576,84273,10503,492
23/05/2025,4610486,Comunicação Interna,CAMPANHA 2025 - Lançamento de Coleção,Descubra nossa nova coleção de lançamento de coleção,729888,200060,32205,1138
02/02/2025,4813162,Marketing Digital,CAMPANHA 2025 - Natal,Não perca: novidades de natal,615536,140732,11664,1457
26/03/2025,4113063,Suporte ao Cliente,CAMPANHA 2025 - Black Friday,Surpresa! Presentes de black friday esperando por você,459498,100429,15438,466
24/04/2025,4549722,Equipe Produtos,CAMPANHA 2025 - Verão,Só até amanhã: verão com frete grátis,704973,231294,47930,1226
15/04/2025,4410432,Comunicação Interna,CAMPANHA 2025 - Verão,Descubra nossa nova coleção de verão,645321,148452,11623,997
25/03/2025,4594650,Comunicação Interna,CAMPANHA 2025 - Liquidação,Não perca: novidades de liquidação,146038,50059,7057,180
19/03/2025,4000109,Newsletter Especial,CAMPANHA 2025 - Lançamento de Coleção,Oferta exclusiva de lançamento de coleção só para você,761875,159131,18149,501
13/03/2025,4845707,Relacionamento,CAMPANHA 2025 - Dia dos Pais,É hoje: campanha especial dia dos pais,716092,156895,20261,339
14/01/2025,4414779,Relacionamento,CAMPANHA 2025 - Férias,Você foi selecionado(a) para descontos de férias,519736,81523,7676,663
10/05/2025,4591456,Comunicação Interna,CAMPANHA 2025 - Dia dos Pais,Oferta exclusiva de dia dos pais só para você,138423,18631,2957,61
22/02/2025,4431942,Comunicação Interna,CAMPANHA 2025 - Volta às Aulas,Descubra nossa nova coleção de volta às aulas,217680,30845,2011,209
07/03/2025,4406208,Equipe CRM,CAMPANHA 2025 - Lançamento de Coleção,Preços imperdíveis nesta lançamento de coleção,671627,241534,29445,1282
09/01/2025,4236137,Comunicação Interna,CAMPANHA 2025 - Volta às Aulas,Últimos dias da promoção volta às aulas,51286,12140,1737,121
23/02/2025,4282880,Equipe Marketing,CAMPANHA 2025 - Volta às Aulas,Só até amanhã: volta às aulas com frete grátis,311340,120174,19480,251
28/02/2025,4833742,Equipe Produtos,CAMPANHA 2025 - Volta às Aulas,Oferta exclusiva de volta às aulas só para você,776604,203299,30166,1296
28/03/2025,4961262,Newsletter Especial,CAMPANHA 2025 - Aniversário da Loja,Corre! Estoques limitados para aniversário da loja,732661,186429,26443,1817
07/06/2025,4915673,Newsletter Especial,CAMPANHA 2025 - Liquidação,Não perca: novidades de liquidação,547398,94652,9228,244
03/02/2025,4569776,Equipe CRM,CAMPANHA 2025 - Férias,Descubra nossa nova coleção de férias,475395,104661,13818,255
06/02/2025,4453061,Equipe Vendas,CAMPANHA 2025 - Black Friday,Corre! Estoques limitados para black friday,94398,21692,1812,60
26/04/2025,4800562,Suporte ao Cliente,CAMPANHA 2025 - Liquidação,Só até amanhã: liquidação com frete grátis,260337,56418,11116,337
11/05/2025,4922863,Equipe CRM,CAMPANHA 2025 - Verão,Descubra nossa nova coleção de verão,313195,79761,13374,610
31/01/2025,4329180,Marketing Digital,CAMPANHA 2025 - Inverno,É hoje: campanha especial inverno,147377,33770,4471,222
31/05/2025,4453556,Relacionamento,CAMPANHA 2025 - Ano Novo,Só até amanhã: ano novo com frete grátis,79296,24701,1822,187
27/01/2025,4821335,Equipe Produtos,CAMPANHA 2025 - Inverno,Últimos dias da promoção inverno,698965,145793,7466,430
23/05/2025,4593070,Comunicação Interna,CAMPANHA 2025 - Dia dos Pais,Últimos dias da promoção dia dos pais,125643,42192,6955,169
11/03/2025,4242127,Relacionamento,CAMPANHA 2025 - Inverno,Corre! Estoques limitados para inverno,78978,18550,2134,145
31/05/2025,4637668,Marketing Digital,CAMPANHA 2025 - Ano Novo,Descubra nossa nova coleção de ano novo,46950,14027,1704,40
23/01/2025,4867495,Comunicação Interna,CAMPANHA 2025 - Natal,Corre! Estoques limitados para natal,520522,93977,19611,255
08/02/2025,4698091,Equipe Vendas,CAMPANHA 2025 - Volta às Aulas,Não perca: novidades de volta às aulas,138535,45180,6644,144
25/04/2025,4698953,Equipe Produtos,CAMPANHA 2025 - Férias,É hoje: campanha especial férias,775194,215273,36242,488
05/06/2025,4086979,Equipe Produtos,CAMPANHA 2025 - Natal,Você foi selecionado(a) para descontos de natal,783109,199450,23871,933
07/02/2025,4054105,Suporte ao Cliente,CAMPANHA 2025 - Dia dos Pais,Você foi selecionado(a) para descontos de dia dos pais,26659,7925,918,33
13/04/2025,4067127,Comunicação Interna,CAMPANHA 2025 - Férias,Descubra nossa nova coleção de férias,764876,126739,27474,1619
02/04/2025,4192667,Equipe Vendas,CAMPANHA 2025 - Black Friday,Só até amanhã: black friday com frete grátis,53074,12698,2502,122
10/06/2025,4177225,Suporte ao Cliente,CAMPANHA 2025 - Natal,Surpresa! Presentes de natal esperando por você,659283,171787,36580,1183
09/05/2025,4732723,Equipe Produtos,CAMPANHA 2025 - Black Friday,Preços imperdíveis nesta black friday,229997,50213,7531,501
09/04/2025,4538770,Time Promoções,CAMPANHA 2025 - Dia das Mães,Últimos dias da promoção dia das mães,335516,83601,9676,432
28/01/2025,4172473,Equipe Marketing,CAMPANHA 2025 - Inverno,Preços imperdíveis nesta inverno,132022,30979,2574,287
02/04/2025,4316217,Marketing Digital,CAMPANHA 2025 - Férias,Descubra nossa nova coleção de férias,661582,79390,4179,825
15/05/2025,4926651,Equipe Produtos,CAMPANHA 2025 - Ano Novo,Oferta exclusiva de ano novo só para você,356061,85449,9733,605
04/03/2025,4234699,Equipe CRM,CAMPANHA 2025 - Lançamento de Coleção,É hoje: campanha especial lançamento de coleção,398809,111059,16928,375
27/04/2025,4436467,Time Promoções,CAMPANHA 2025 - Liquidação,Preços imperdíveis nesta liquidação,612345,155655,13664,579
25/01/2025,4327236,Equipe CRM,CAMPANHA 2025 - Natal,Descubra nossa nova coleção de natal,522345,142241,14548,1283
11/05/2025,4108128,Equipe CRM,CAMPANHA 2025 - Verão,Não perca: novidades de verão,266828,72324,6282,395
05/06/2025,4248599,Equipe Marketing,CAMPANHA 2025 - Férias,Não perca: novidades de férias,435993,77518,5425,829
20/02/2025,4380723,Equipe Marketing,CAMPANHA 2025 - Liquidação,Você foi selecionado(a) para descontos de liquidação,666866,148587,19209,890
18/01/2025,4827116,Marketing Digital,CAMPANHA 2025 - Férias,Você foi selecionado(a) para descontos de férias,759931,239210,47181,612
06/03/2025,4191828,Equipe Produtos,CAMPANHA 2025 - Aniversário da Loja,Surpresa! Presentes de aniversário da loja esperando por você,734949,240607,34792,1118
12/02/2025,4138625,Equipe Produtos,CAMPANHA 2025 - Ano Novo,Não perca: novidades de ano novo,312450,66040,3839,388
12/05/2025,4273029,Comunicação Interna,CAMPANHA 2025 - Volta às Aulas,Não perca: novidades de volta às aulas,656174,165372,25189,463
09/01/2025,4025345,Equipe Marketing,CAMPANHA 2025 - Liquidação,Corre! Estoques limitados para liquidação,46131,5536,379,111
04/05/2025,4990343,Equipe Produtos,CAMPANHA 2025 - Dia das Mães,Você foi selecionado(a) para descontos de dia das mães,113733,13648,2691,217
19/04/2025,4702637,Time Promoções,CAMPANHA 2025 - Volta às Aulas,Corre! Estoques limitados para volta às aulas,145433,44398,9439,305
22/05/2025,4418234,Equipe CRM,CAMPANHA 2025 - Volta às Aulas,Você foi selecionado(a) para descontos de volta às aulas,394295,107784,5955,933
21/03/2025,4278261,Newsletter Especial,CAMPANHA 2025 - Dia dos Pais,Oferta exclusiva de dia dos pais só para você,351702,106719,18000,164
06/02/2025,4852484,Equipe CRM,CAMPANHA 2025 - Lançamento de Coleção,Oferta exclusiva de lançamento de coleção só para você,669628,206658,35699,428
11/05/2025,4496405,Time Promoções,CAMPANHA 2025 - Natal,Não perca: novidades de natal,355996,127747,24502,671
08/05/2025,4196775,Marketing Digital,CAMPANHA 2025 - Black Friday,Últimos dias da promoção black friday,258464,39528,3792,385
05/04/2025,4697957,Newsletter Especial,CAMPANHA 2025 - Dia dos Pais,Corre! Estoques limitados para dia dos pais,545786,156514,16562,814
10/03/2025,4329407,Equipe Produtos,CAMPANHA 2025 - Férias,Surpresa! Presentes de férias esperando por você,124442,17109,3202,80
31/05/2025,4710250,Marketing Digital,CAMPANHA 2025 - Férias,É hoje: campanha especial férias,223172,51608,3130,385
02/06/2025,4491420,Suporte ao Cliente,CAMPANHA 2025 - Ano Novo,Surpresa! Presentes de ano novo esperando por você,8309,1515,324,10
08/04/2025,4802672,Newsletter Especial,CAMPANHA 2025 - Lançamento de Coleção,Surpresa! Presentes de lançamento de coleção esperando por você,395373,50722,5612,772
18/05/2025,4085876,Equipe CRM,CAMPANHA 2025 - Inverno,Últimos dias da promoção inverno,503562,158239,29611,750
12/05/2025,4875667,Equipe Vendas,CAMPANHA 2025 - Volta às Aulas,Corre! Estoques limitados para volta às aulas,103298,17058,1740,148
18/02/2025,4177863,Equipe Vendas,CAMPANHA 2025 - Volta às Aulas,Preços imperdíveis nesta volta às aulas,612433,231832,16860,343
31/01/2025,4562462,Suporte ao Cliente,CAMPANHA 2025 - Natal,Descubra nossa nova coleção de natal,550884,171478,28308,704
